"Downloaded on",04/07/2021,"10:50:53 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22116%22%7D&pageSort=numberAsc

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 116-76,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/76/2,"116th Congress (2019-2020)","H.R. 1947","TO AMEND TITLE 38, UNITED STATES CODE, TO EXEMPT TRANSFERS OF FUNDS FROM FEDERAL AGENCIES TO THE DEPARTMENT OF VETERANS AFFAIRS FOR NONPROFIT CORPORATIONS ESTABLISHED UNDER SUBCHAPTER IV OF CHAPTER 73 OF SUCH TITLE FROM CERTAIN PROVISIONS OF THE ECONOMY ACT","House Veterans' Affairs"
"H. Rept. 116-77",https://www.congress.gov/congressional-report/116th-congress/house-report/77/1,"116th Congress (2019-2020)","H.R. 2340","FOSTERING INTERGOVERNMENTAL HEALTH TRANSPARENCY IN VETERAN SUICIDES ACT","House Veterans' Affairs"
"H. Rept. 116-78",https://www.congress.gov/congressional-report/116th-congress/house-report/78/1,"116th Congress (2019-2020)","H.R. 2839","STATE, FOREIGN OPERATIONS, AND RELATED PROGRAMS APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-79",https://www.congress.gov/congressional-report/116th-congress/house-report/79/1,"116th Congress (2019-2020)","H.Res. 389","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1500) TO REQUIRE THE CONSUMER FINANCIAL PROTECTION BUREAU TO MEET ITS STATUTORY PURPOSE, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1994) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO ENCOURAGE RETIREMENT SAVINGS, AND FOR OTHER PURPOSES; PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM MAY 24, 2019, THROUGH MAY 31, 2019; AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-80",https://www.congress.gov/congressional-report/116th-congress/house-report/80/1,"116th Congress (2019-2020)",,"REPORT on the REVISED SUBALLOCATION OF BUDGET ALLOCATIONS FOR FISCAL YEAR 2020 SUBMITTED BY MRS. LOWEY, CHAIRWOMAN, COMMITTEE ON APPROPRIATIONS","House Appropriations"
"H. Rept. 116-81",https://www.congress.gov/congressional-report/116th-congress/house-report/81/1,"116th Congress (2019-2020)","H.R. 1716","COASTAL COMMUNITIES OCEAN ACIDIFICATION ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-82",https://www.congress.gov/congressional-report/116th-congress/house-report/82/1,"116th Congress (2019-2020)","H.R. 988","NATIONAL ESTUARIES AND ACIDIFICATION RESEARCH ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-83",https://www.congress.gov/congressional-report/116th-congress/house-report/83/1,"116th Congress (2019-2020)","H.R. 2960","ENERGY AND WATER DEVELOPMENT AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-84",https://www.congress.gov/congressional-report/116th-congress/house-report/84/1,"116th Congress (2019-2020)","H.R. 2968","DEPARTMENT OF DEFENSE APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-85",https://www.congress.gov/congressional-report/116th-congress/house-report/85/1,"116th Congress (2019-2020)","H.R. 1322","TO REQUIRE A REPORT ON THE EFFECTS OF CLIMATE CHANGE ON THE COAST GUARD, AND FOR OTHER PURPOSES","House Transportation and Infrastructure"
"H. Rept. 116-86",https://www.congress.gov/congressional-report/116th-congress/house-report/86/1,"116th Congress (2019-2020)","H.R. 1237","COASTAL AND OCEAN ACIDIFICATION STRESSORS AND THREATS RESEARCH ACT OF 2019","House Science, Space, and Technology"
"H. Rept. 116-87",https://www.congress.gov/congressional-report/116th-congress/house-report/87/1,"116th Congress (2019-2020)","H.R. 542","SUPPORTING RESEARCH AND DEVELOPMENT FOR FIRST RESPONDERS ACT","House Homeland Security"
"H. Rept. 116-88",https://www.congress.gov/congressional-report/116th-congress/house-report/88/1,"116th Congress (2019-2020)","H.R. 2621","HOMELAND SECURITY ASSESSMENT OF TERRORISTS' USE OF GHOST GUNS ACT","House Homeland Security"
"H. Rept. 116-88,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/88/2,"116th Congress (2019-2020)","H.R. 2621","HOMELAND SECURITY ASSESSMENT OF TERRORISTS' USE OF GHOST GUNS ACT","House Homeland Security"
"H. Rept. 116-89",https://www.congress.gov/congressional-report/116th-congress/house-report/89/1,"116th Congress (2019-2020)","H.R. 1158","DHS CYBER INCIDENT RESPONSE TEAMS ACT OF 2019","House Homeland Security"
"H. Rept. 116-90",https://www.congress.gov/congressional-report/116th-congress/house-report/90/1,"116th Congress (2019-2020)","H.R. 2083","HOMELAND PROCUREMENT REFORM ACT","House Homeland Security"
"H. Rept. 116-91",https://www.congress.gov/congressional-report/116th-congress/house-report/91/1,"116th Congress (2019-2020)","H.R. 2383","SECURE COMMUNITIES AND SAFE SCHOOLS ACT","House Homeland Security"
"H. Rept. 116-92",https://www.congress.gov/congressional-report/116th-congress/house-report/92/1,"116th Congress (2019-2020)","H.R. 2476","SECURING AMERICAN NONPROFIT ORGANIZATIONS AGAINST TERRORISM ACT OF 2019","House Homeland Security"
"H. Rept. 116-93",https://www.congress.gov/congressional-report/116th-congress/house-report/93/1,"116th Congress (2019-2020)","H.R. 2539","STRENGTHENING LOCAL TRANSPORTATION SECURITY CAPABILITIES ACT OF 2019","House Homeland Security"
"H. Rept. 116-94",https://www.congress.gov/congressional-report/116th-congress/house-report/94/1,"116th Congress (2019-2020)","H.R. 2589","UNIFYING DHS INTELLIGENCE ENTERPRISE ACT","House Homeland Security"
"H. Rept. 116-95",https://www.congress.gov/congressional-report/116th-congress/house-report/95/1,"116th Congress (2019-2020)","H.R. 2590","DHS OVERSEAS PERSONNEL ENHANCEMENT ACT OF 2019","House Homeland Security"
"H. Rept. 116-96",https://www.congress.gov/congressional-report/116th-congress/house-report/96/1,"116th Congress (2019-2020)","H.R. 2609","DHS ACQUISITION REVIEW BOARD ACT OF 2019","House Homeland Security"
"H. Rept. 116-97",https://www.congress.gov/congressional-report/116th-congress/house-report/97/1,"116th Congress (2019-2020)","H.R. 2821","AMERICAN PROMISE ACT OF 2019","House Judiciary"
"H. Rept. 116-98",https://www.congress.gov/congressional-report/116th-congress/house-report/98/1,"116th Congress (2019-2020)","H.R. 2820","DREAM ACT OF 2019","House Judiciary"
"H. Rept. 116-99",https://www.congress.gov/congressional-report/116th-congress/house-report/99/1,"116th Congress (2019-2020)","H.R. 1261","NATIONAL LANDSLIDE PREPAREDNESS ACT","House Natural Resources"
"H. Rept. 116-100",https://www.congress.gov/congressional-report/116th-congress/house-report/100/1,"116th Congress (2019-2020)","H.R. 3052","DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-101",https://www.congress.gov/congressional-report/116th-congress/house-report/101/1,"116th Congress (2019-2020)","H.R. 3055","COMMERCE, JUSTICE, SCIENCE, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-102",https://www.congress.gov/congressional-report/116th-congress/house-report/102/1,"116th Congress (2019-2020)","H.Res. 415","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6) TO AUTHORIZE THE CANCELLATION OF REMOVAL AND ADJUSTMENT OF STATUS OF CERTAIN ALIENS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-103",https://www.congress.gov/congressional-report/116th-congress/house-report/103/1,"116th Congress (2019-2020)",,"REPORT on the FURTHER REVISED SUBALLOCATION OF BUDGET ALLOCATIONS FOR FISCAL YEAR 2020","House Appropriations"
"H. Rept. 116-104",https://www.congress.gov/congressional-report/116th-congress/house-report/104/1,"116th Congress (2019-2020)","H.R. 1595","SAFE BANKING ACT OF 2019","House Financial Services"
"H. Rept. 116-105",https://www.congress.gov/congressional-report/116th-congress/house-report/105/1,"116th Congress (2019-2020)",,"RESOLUTION RECOMMENDING THAT THE HOUSE OF REPRESENTATIVES FIND WILLIAM P. BARR, ATTORNEY GENERAL, U.S. DEPARTMENT OF JUSTICE, IN CONTEMPT OF CONGRESS FOR REFUSAL TO COMPLY WITH A SUBPOENA DULY ISSUED BY THE COMMITTEE ON THE JUDICIARY","House Judiciary"
"H. Rept. 116-106",https://www.congress.gov/congressional-report/116th-congress/house-report/106/1,"116th Congress (2019-2020)","H.R. 3163","DEPARTMENTS OF TRANSPORTATION, AND HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-107",https://www.congress.gov/congressional-report/116th-congress/house-report/107/1,"116th Congress (2019-2020)","H.R. 3164","AGRICULTURE, RURAL DEVELOPMENT, FOOD AND DRUG ADMINISTRATION, AND RELATED AGENCIES APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-108",https://www.congress.gov/congressional-report/116th-congress/house-report/108/1,"116th Congress (2019-2020)","H.Res. 430","AUTHORIZING THE COMMITTEE ON THE JUDICIARY TO INITIATE OR INTERVENE IN JUDICIAL PROCEEDINGS TO ENFORCE CERTAIN SUBPOENAS AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-109",https://www.congress.gov/congressional-report/116th-congress/house-report/109/1,"116th Congress (2019-2020)","H.Res. 431","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2740) MAKING APPROPRIATIONS FOR THE DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 430) AUTHORIZING THE COMMITTEE ON THE JUDICIARY TO INITIATE OR INTERVENE IN JUDICIAL PROCEEDINGS TO ENFORCE CERTAIN SUBPOENAS AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-110",https://www.congress.gov/congressional-report/116th-congress/house-report/110/1,"116th Congress (2019-2020)","H.R. 367","PAY OUR COAST GUARD PARITY ACT OF 2019","House Transportation and Infrastructure"
"H. Rept. 116-111",https://www.congress.gov/congressional-report/116th-congress/house-report/111/1,"116th Congress (2019-2020)","H.Res. 436","PROVIDING FOR FURTHER CONSIDERATION OF THE BILL (H.R. 2740) MAKING APPROPRIATIONS FOR THE DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-112",https://www.congress.gov/congressional-report/116th-congress/house-report/112/1,"116th Congress (2019-2020)","H.R. 1649","SMALL BUSINESS DEVELOPMENT CENTER CYBER TRAINING ACT OF 2019","House Small Business"
"H. Rept. 116-113",https://www.congress.gov/congressional-report/116th-congress/house-report/113/1,"116th Congress (2019-2020)","H.R. 2142","TO AMEND THE SMALL BUSINESS ACT TO REQUIRE THE SMALL BUSINESS AND AGRICULTURE REGULATORY ENFORCEMENT OMBUDSMAN TO CREATE A CENTRALIZED WEBSITE FOR COMPLIANCE GUIDES, AND FOR OTHER PURPOSES","House Small Business"
"H. Rept. 116-114",https://www.congress.gov/congressional-report/116th-congress/house-report/114/1,"116th Congress (2019-2020)","H.R. 2331","SBA CYBER AWARENESS ACT","House Small Business"
"H. Rept. 116-115",https://www.congress.gov/congressional-report/116th-congress/house-report/115/1,"116th Congress (2019-2020)","H.R. 277","ACCESS TO SUFFICIENT CAPITAL FOR EVERYONE IN NATURAL DISASTER AREAS ACT OF 2019","House Small Business"
"H. Rept. 116-116",https://www.congress.gov/congressional-report/116th-congress/house-report/116/1,"116th Congress (2019-2020)","H.R. 2345","CLARIFYING THE SMALL BUSINESS RUNWAY EXTENSION ACT","House Small Business"
"H. Rept. 116-117",https://www.congress.gov/congressional-report/116th-congress/house-report/117/1,"116th Congress (2019-2020)","H.R. 2109","BOOSTING RATES OF AMERICAN VETERAN EMPLOYMENT ACT","House Veterans' Affairs"
"H. Rept. 116-118",https://www.congress.gov/congressional-report/116th-congress/house-report/118/1,"116th Congress (2019-2020)","H.R. 2196","AMENDING TITLE 38, UNITED STATES CODE, TO REDUCE THE CREDIT HOUR REQUIREMENT FOR THE EDITH NOURSE ROGERS STEM SCHOLARSHIP PROGRAM OF THE DEPARTMENT OF VETERANS AFFAIRS","House Veterans' Affairs"
"H. Rept. 116-119",https://www.congress.gov/congressional-report/116th-congress/house-report/119/1,"116th Congress (2019-2020)","H.Res. 445","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3055) MAKING APPROPRIATIONS FOR THE DEPARTMENTS OF COMMERCE AND JUSTICE, SCIENCE, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES; RELATING TO CONSIDERATION OF THE BILL (H.R. 2740) MAKING APPROPRIATIONS FOR THE DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES; AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM JUNE 28, 2019, THROUGH JULY 8, 2019","House Rules"
"H. Rept. 116-120",https://www.congress.gov/congressional-report/116th-congress/house-report/120/1,"116th Congress (2019-2020)","H.R. 2500","NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2020","House Armed Services"
"H. Rept. 116-120,Part 2",https://www.congress.gov/congressional-report/116th-congress/house-report/120/2,"116th Congress (2019-2020)","H.R. 2500","NATIONAL DEFENSE AUTHORIZATION ACT FOR FISCAL YEAR 2020","House Armed Services"
"H. Rept. 116-121",https://www.congress.gov/congressional-report/116th-congress/house-report/121/1,"116th Congress (2019-2020)","H.R. 2397","AMERICAN MANUFACTURING LEADERSHIP ACT","House Science, Space, and Technology"
"H. Rept. 116-122",https://www.congress.gov/congressional-report/116th-congress/house-report/122/1,"116th Congress (2019-2020)","H.R. 3351","FINANCIAL SERVICES AND GENERAL GOVERNMENT APPROPRIATIONS BILL, 2020","House Appropriations"
"H. Rept. 116-123",https://www.congress.gov/congressional-report/116th-congress/house-report/123/1,"116th Congress (2019-2020)","H.R. 1815","SEC DISCLOSURE EFFECTIVENESS TESTING ACT","House Financial Services"
"H. Rept. 116-124",https://www.congress.gov/congressional-report/116th-congress/house-report/124/1,"116th Congress (2019-2020)",,"REPORT on the FURTHER REVISED SUBALLOCATION OF BUDGET ALLOCATIONS FOR FISCAL YEAR 2020 SUBMITTED BY MRS. LOWEY, CHAIRWOMAN, COMMITTEE ON APPROPRIATIONS","House Appropriations"
"H. Rept. 116-125",https://www.congress.gov/congressional-report/116th-congress/house-report/125/1,"116th Congress (2019-2020)",,"RESOLUTION RECOMMENDING THAT THE HOUSE OF REPRESENTATIVES FIND WILLIAM P. BARR, ATTORNEY GENERAL OF THE UNITED STATES, AND WILBUR L. ROSS, JR., SECRETARY OF COMMERCE, IN CONTEMPT OF CONGRESS FOR REFUSAL TO COMPLY WITH SUBPOENAS DULY ISSUED BY THE COMMITTEE ON OVERSIGHT AND REFORM","House Oversight and Reform"
"H. Rept. 116-126",https://www.congress.gov/congressional-report/116th-congress/house-report/126/1,"116th Congress (2019-2020)","H.Res. 460","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2722) TO PROTECT ELECTIONS FOR PUBLIC OFFICE BY PROVIDING FINANCIAL SUPPORT AND ENHANCED SECURITY FOR THE INFRASTRUCTURE USED TO CARRY OUT SUCH ELECTIONS, AND FOR OTHER PURPOSES; WAIVING A REQUIREMENT OF CLAUSE 6(A) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES; AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3351) MAKING APPROPRIATIONS FOR FINANCIAL SERVICES AND GENERAL GOVERNMENT FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2020, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-127",https://www.congress.gov/congressional-report/116th-congress/house-report/127/1,"116th Congress (2019-2020)","H.R. 1199","VA WEBSITE ACCESSIBILITY ACT OF 2019","House Veterans' Affairs"
"H. Rept. 116-128",https://www.congress.gov/congressional-report/116th-congress/house-report/128/1,"116th Congress (2019-2020)","H.Res. 462","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3401) MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-129",https://www.congress.gov/congressional-report/116th-congress/house-report/129/1,"116th Congress (2019-2020)","H.R. 2722","SECURING AMERICA'S FEDERAL ELECTIONS ACT","Committee on House Administration"
"H. Rept. 116-130",https://www.congress.gov/congressional-report/116th-congress/house-report/130/1,"116th Congress (2019-2020)","H.Res. 466","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 3401) MAKING EMERGENCY SUPPLEMENTAL APPROPRIATIONS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-131",https://www.congress.gov/congressional-report/116th-congress/house-report/131/1,"116th Congress (2019-2020)","H.R. 3153","EXPANDING FINDINGS FOR FEDERAL OPIOID RESEARCH AND TREATMENT ACT","House Science, Space, and Technology"
"H. Rept. 116-132",https://www.congress.gov/congressional-report/116th-congress/house-report/132/1,"116th Congress (2019-2020)","H.R. 3196","VERA RUBIN SURVEY TELESCOPE DESIGNATION ACT","House Science, Space, and Technology"
"H. Rept. 116-133",https://www.congress.gov/congressional-report/116th-congress/house-report/133/1,"116th Congress (2019-2020)","H.R. 1146","ARCTIC CULTURAL AND COASTAL PLAIN PROTECTION ACT","House Natural Resources"
"H. Rept. 116-134",https://www.congress.gov/congressional-report/116th-congress/house-report/134/1,"116th Congress (2019-2020)","H.R. 255","BIG BEAR LAND EXCHANGE ACT","House Natural Resources"
"H. Rept. 116-135",https://www.congress.gov/congressional-report/116th-congress/house-report/135/1,"116th Congress (2019-2020)","H.R. 434","EMANCIPATION NATIONAL HISTORIC TRAIL STUDY ACT","House Natural Resources"
"H. Rept. 116-136",https://www.congress.gov/congressional-report/116th-congress/house-report/136/1,"116th Congress (2019-2020)","H.R. 2440","FULL UTILIZATION OF THE HARBOR MAINTENANCE TRUST FUND ACT","House Transportation and Infrastructure"
"H. Rept. 116-137",https://www.congress.gov/congressional-report/116th-congress/house-report/137/1,"116th Congress (2019-2020)","H.R. 1856","ENDING HOMELESSNESS ACT OF 2019","House Financial Services"
"H. Rept. 116-138",https://www.congress.gov/congressional-report/116th-congress/house-report/138/1,"116th Congress (2019-2020)","H.R. 1988","PROTECTING AFFORDABLE MORTGAGES FOR VETERANS ACT OF 2019","House Veterans' Affairs"
"H. Rept. 116-139",https://www.congress.gov/congressional-report/116th-congress/house-report/139/1,"116th Congress (2019-2020)","H.R. 677","21ST CENTURY PRESIDENT ACT","House Judiciary"
"H. Rept. 116-140",https://www.congress.gov/congressional-report/116th-congress/house-report/140/1,"116th Congress (2019-2020)","H.R. 2368","SUPPORTING AND TREATING OFFICERS IN CRISIS ACT OF 2019","House Judiciary"
"H. Rept. 116-141",https://www.congress.gov/congressional-report/116th-congress/house-report/141/1,"116th Congress (2019-2020)","H.R. 1986","EFFECTIVE PROSECUTION OF POSSESSION OF BIOLOGICAL TOXINS AND AGENTS ACT OF 2019","House Judiciary"
"H. Rept. 116-142",https://www.congress.gov/congressional-report/116th-congress/house-report/142/1,"116th Congress (2019-2020)","H.R. 1569","AMENDING TITLE 28, UNITED STATES CODE, TO ADD FLAGSTAFF AND YUMA TO THE LIST OF LOCATIONS IN WHICH COURT SHALL BE HELD IN THE JUDICIAL DISTRICT FOR THE STATE OF ARIZONA","House Judiciary"
"H. Rept. 116-143",https://www.congress.gov/congressional-report/116th-congress/house-report/143/1,"116th Congress (2019-2020)","H.Res. 476","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2500) TO AUTHORIZE APPROPRIATIONS FOR FISCAL YEAR 2020 FOR MILITARY ACTIVITIES OF THE DEPARTMENT OF DEFENSE AND FOR MILITARY CONSTRUCTION, TO PRESCRIBE MILITARY PERSONNEL STRENGTHS FOR SUCH FISCAL YEAR, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES","House Rules"
"H. Rept. 116-144",https://www.congress.gov/congressional-report/116th-congress/house-report/144/1,"116th Congress (2019-2020)","H.R. 1809","AMENDING THE PITTMAN-ROBERTSON WILDLIFE RESTORATION ACT AND THE DINGELL-JOHNSON SPORT FISH RESTORATION ACT, TO PROVIDE PARITY FOR UNITED STATES TERRITORIES AND THE DISTRICT OF COLUMBIA, TO MAKE TECHNICAL CORRECTIONS TO SUCH ACTS AND RELATED LAWS, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 116-145",https://www.congress.gov/congressional-report/116th-congress/house-report/145/1,"116th Congress (2019-2020)","H.R. 1306","FEDERAL DISASTER ASSISTANCE COORDINATION ACT","House Transportation and Infrastructure"
"H. Rept. 116-146",https://www.congress.gov/congressional-report/116th-congress/house-report/146/1,"116th Congress (2019-2020)","H.R. 1311","AMENDING THE ROBERT T. STAFFORD DISASTER RELIEF AND EMERGENCY ASSISTANCE ACT TO ENSURE THAT UNMET NEEDS AFTER A MAJOR DISASTER ARE MET","House Transportation and Infrastructure"
