"Downloaded on",04/07/2021,"10:52:09 EDT"
"Search URL",https://www.congress.gov/search?pageSort=numberDesc&q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22115%22%7D

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 115-1027",https://www.congress.gov/congressional-report/115th-congress/house-report/1027/1,"115th Congress (2017-2018)","H.R. 3288","NORTHERN BORDER REGIONAL COMMISSION REAUTHORIZATION ACT OF 2018","House Transportation and Infrastructure"
"H. Rept. 115-1026",https://www.congress.gov/congressional-report/115th-congress/house-report/1026/1,"115th Congress (2017-2018)","H.R. 1511","HOMELESS CHILDREN AND YOUTH ACT OF 2017","House Financial Services"
"H. Rept. 115-1025",https://www.congress.gov/congressional-report/115th-congress/house-report/1025/1,"115th Congress (2017-2018)","H.R. 2683","PROTECTING VETERANS CREDIT ACT OF 2018","House Financial Services"
"H. Rept. 115-1024",https://www.congress.gov/congressional-report/115th-congress/house-report/1024/1,"115th Congress (2017-2018)","H.R. 2570","MORTGAGE FAIRNESS ACT OF 2017","House Financial Services"
"H. Rept. 115-1023",https://www.congress.gov/congressional-report/115th-congress/house-report/1023/1,"115th Congress (2017-2018)","H.R. 2069","FOSTERING STABLE HOUSING OPPORTUNITIES ACT OF 2018","House Financial Services"
"H. Rept. 115-1022",https://www.congress.gov/congressional-report/115th-congress/house-report/1022/1,"115th Congress (2017-2018)","H.Res. 1142","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6784) TO PROVIDE FOR REMOVAL OF THE GRAY WOLF IN THE CONTIGUOUS 48 STATES FROM THE LIST OF ENDANGERED AND THREATENED WILDLIFE PUBLISHED UNDER THE ENDANGERED SPECIES ACT OF 1973, AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM NOVEMBER 19, 2018, THROUGH NOVEMBER 26, 2018","House Rules"
"H. Rept. 115-1021",https://www.congress.gov/congressional-report/115th-congress/house-report/1021/1,"115th Congress (2017-2018)","H.R. 6622","TO DESIGNATE THE FEDERAL BUILDING LOCATED AT 2110 FIRST STREET IN FORT MYERS, FLORIDA, AS THE ``GEORGE W. WHITEHURST FEDERAL BUILDING''","House Transportation and Infrastructure"
"H. Rept. 115-1020",https://www.congress.gov/congressional-report/115th-congress/house-report/1020/1,"115th Congress (2017-2018)","H.R. 6206","COAST GUARD BLUE TECHNOLOGY CENTER OF EXPERTISE ACT","House Transportation and Infrastructure"
"H. Rept. 115-1019",https://www.congress.gov/congressional-report/115th-congress/house-report/1019/1,"115th Congress (2017-2018)","H.R. 6175","MARITIME SAFETY ACT OF 2018","House Transportation and Infrastructure"
"H. Rept. 115-1018",https://www.congress.gov/congressional-report/115th-congress/house-report/1018/1,"115th Congress (2017-2018)","H.R. 4673","PROMOTING WOMEN IN THE AVIATION WORKFORCE ACT","House Transportation and Infrastructure"
"H. Rept. 115-1017",https://www.congress.gov/congressional-report/115th-congress/house-report/1017/1,"115th Congress (2017-2018)","H.R. 2593","FEDERAL MARITIME COMMISSION AUTHORIZATION ACT OF 2017","House Transportation and Infrastructure"
"H. Rept. 115-1016",https://www.congress.gov/congressional-report/115th-congress/house-report/1016/1,"115th Congress (2017-2018)","H.R. 5319","TO TRANSFER COAST GUARD PROPERTY IN THE TOWN OF JUPITER ISLAND, FLORIDA, FOR INCLUSION IN HOBE SOUND NATIONAL WILDLIFE REFUGE","House Transportation and Infrastructure"
"H. Rept. 115-1015",https://www.congress.gov/congressional-report/115th-congress/house-report/1015/1,"115th Congress (2017-2018)","H.R. 5326","MARITIME TECHNICAL CORRECTIONS ACT OF 2018","House Transportation and Infrastructure"
"H. Rept. 115-1014",https://www.congress.gov/congressional-report/115th-congress/house-report/1014/1,"115th Congress (2017-2018)","H.R. 6651","PEPFAR EXTENSION ACT OF 2018","House Foreign Affairs"
"H. Rept. 115-1013",https://www.congress.gov/congressional-report/115th-congress/house-report/1013/1,"115th Congress (2017-2018)","H.R. 2365","DESERT COMMUNITY LANDS ACT","House Natural Resources"
"H. Rept. 115-1012",https://www.congress.gov/congressional-report/115th-congress/house-report/1012/1,"115th Congress (2017-2018)","H.R. 6784","MANAGE OUR WOLVES ACT","House Natural Resources"
"H. Rept. 115-1011",https://www.congress.gov/congressional-report/115th-congress/house-report/1011/1,"115th Congress (2017-2018)","H.R. 6377","SAVE COMMUNITY NEWSPAPER ACT OF 2018","House Ways and Means"
"H. Rept. 115-1010",https://www.congress.gov/congressional-report/115th-congress/house-report/1010/1,"115th Congress (2017-2018)","H.R. 4302","CONGRESSIONAL ACCOUNTABILITY FOR EMERGENCY LENDING PROGRAMS ACT OF 2017","House Financial Services"
"H. Rept. 115-1009",https://www.congress.gov/congressional-report/115th-congress/house-report/1009/1,"115th Congress (2017-2018)","H.R. 6035","STREAMLINING COMMUNICATIONS FOR INVESTORS ACT","House Financial Services"
"H. Rept. 115-1008",https://www.congress.gov/congressional-report/115th-congress/house-report/1008/1,"115th Congress (2017-2018)","H.R. 3861","FEDERAL INSURANCE OFFICE REFORM ACT OF 2018","House Financial Services"
"H. Rept. 115-1007",https://www.congress.gov/congressional-report/115th-congress/house-report/1007/1,"115th Congress (2017-2018)","H.R. 3626","BANK SERVICE COMPANY EXAMINATION COORDINATION ACT OF 2017","House Financial Services"
"H. Rept. 115-1006",https://www.congress.gov/congressional-report/115th-congress/house-report/1006/1,"115th Congress (2017-2018)","H.R. 6434","AMENDING SECTION 7 OF PUBLIC LAW 100-515 (16 U.S.C. 1244 NOTE) TO PROMOTE CONTINUED USE OF THE JAMES J. HOWARD MARINE SCIENCES LABORATORY AT GATEWAY NATIONAL RECREATION AREA BY THE NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","House Natural Resources"
"H. Rept. 115-1005",https://www.congress.gov/congressional-report/115th-congress/house-report/1005/1,"115th Congress (2017-2018)","H.R. 6087","REMOVING BARRIERS TO ENERGY INDEPENDENCE ACT","House Natural Resources"
"H. Rept. 115-1004",https://www.congress.gov/congressional-report/115th-congress/house-report/1004/1,"115th Congress (2017-2018)","H.R. 6107","ENDING DUPLICATIVE PERMITTING ACT","House Natural Resources"
"H. Rept. 115-1003",https://www.congress.gov/congressional-report/115th-congress/house-report/1003/1,"115th Congress (2017-2018)","H.R. 6032","STATE OF MODERN APPLICATION, RESEARCH, AND TRENDS OF IOT ACT","House Energy and Commerce"
"H. Rept. 115-1002",https://www.congress.gov/congressional-report/115th-congress/house-report/1002/1,"115th Congress (2017-2018)","H.R. 5347","LYON COUNTY ECONOMIC DEVELOPMENT AND ENVIRONMENTAL REMEDIATION ACT","House Natural Resources"
"H. Rept. 115-1001",https://www.congress.gov/congressional-report/115th-congress/house-report/1001/1,"115th Congress (2017-2018)","H.R. 4419","BUREAU OF RECLAMATION AND BUREAU OF INDIAN AFFAIRS WATER PROJECT STREAMLINING ACT","House Natural Resources"
"H. Rept. 115-1000",https://www.congress.gov/congressional-report/115th-congress/house-report/1000/1,"115th Congress (2017-2018)","H.R. 4239","STRENGTHENING THE ECONOMY WITH CRITICAL UNTAPPED RESOURCES TO EXPAND AMERICAN ENERGY ACT","House Natural Resources"
"H. Rept. 115-999",https://www.congress.gov/congressional-report/115th-congress/house-report/999/1,"115th Congress (2017-2018)","H.R. 3117","TRANSPARENCY AND HONESTY IN ENERGY REGULATIONS ACT OF 2017","House Natural Resources"
"H. Rept. 115-998",https://www.congress.gov/congressional-report/115th-congress/house-report/998/1,"115th Congress (2017-2018)","H.R. 6118","TO DIRECT THE SECRETARY OF THE INTERIOR TO ANNUALLY DESIGNATE AT LEAST ONE CITY IN THE UNITED STATES AS AN ``AMERICAN WORLD WAR II HERITAGE CITY'', AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-997",https://www.congress.gov/congressional-report/115th-congress/house-report/997/1,"115th Congress (2017-2018)","H.R. 5787","STRENGTHENING COASTAL COMMUNITIES ACT OF 2018","House Natural Resources"
"H. Rept. 115-996",https://www.congress.gov/congressional-report/115th-congress/house-report/996/1,"115th Congress (2017-2018)","H.R. 5513","BIG BEAR LAND EXCHANGE ACT","House Natural Resources"
"H. Rept. 115-995",https://www.congress.gov/congressional-report/115th-congress/house-report/995/1,"115th Congress (2017-2018)","H.R. 6666","TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO GRANT TO STATES AND LOCAL GOVERNMENTS EASEMENTS AND RIGHTS-OF-WAY OVER FEDERAL LAND WITHIN GATEWAY NATIONAL RECREATION AREA FOR CONSTRUCTION, OPERATION, AND MAINTENANCE OF PROJECTS FOR CONTROL AND PREVENTION OF FLOODING AND SHORELINE EROSION","House Natural Resources"
"H. Rept. 115-994",https://www.congress.gov/congressional-report/115th-congress/house-report/994/1,"115th Congress (2017-2018)","H.R. 6302","CORMORANT RELIEF ACT","House Natural Resources"
"H. Rept. 115-993",https://www.congress.gov/congressional-report/115th-congress/house-report/993/1,"115th Congress (2017-2018)","H.R. 210","NATIVE AMERICAN ENERGY ACT","House Natural Resources"
"H. Rept. 115-992",https://www.congress.gov/congressional-report/115th-congress/house-report/992/1,"115th Congress (2017-2018)","H.R. 4644","YELLOWSTONE GATEWAY PROTECTION ACT","House Natural Resources"
"H. Rept. 115-991",https://www.congress.gov/congressional-report/115th-congress/house-report/991/1,"115th Congress (2017-2018)","H.R. 5706","WORLD WAR II PACIFIC SITES ESTABLISHMENT ACT","House Natural Resources"
"H. Rept. 115-990",https://www.congress.gov/congressional-report/115th-congress/house-report/990/1,"115th Congress (2017-2018)","H.R. 5171","SKI AREA FEE RETENTION ACT","House Natural Resources"
"H. Rept. 115-989",https://www.congress.gov/congressional-report/115th-congress/house-report/989/1,"115th Congress (2017-2018)","H.R. 5636","FLATSIDE WILDERNESS ENHANCEMENT ACT","House Natural Resources"
"H. Rept. 115-988",https://www.congress.gov/congressional-report/115th-congress/house-report/988/1,"115th Congress (2017-2018)","H.Res. 792","URGING THE SECRETARY OF THE INTERIOR TO RECOGNIZE THE HISTORICAL SIGNIFICANCE OF ROBERTO CLEMENTE'S PLACE OF DEATH NEAR PINONES IN LOIZA, PUERTO RICO, BY ADDING IT TO THE NATIONAL REGISTER OF HISTORIC PLACES","House Natural Resources"
"H. Rept. 115-987",https://www.congress.gov/congressional-report/115th-congress/house-report/987/1,"115th Congress (2017-2018)","H.R. 6901","FEDERAL CIO AUTHORIZATION ACT OF 2018","House Oversight and Government Reform"
"H. Rept. 115-986",https://www.congress.gov/congressional-report/115th-congress/house-report/986/1,"115th Congress (2017-2018)","H.R. 6064","TO RENAME THE OYSTER BAY NATIONAL WILDLIFE REFUGE AS THE CONGRESSMAN LESTER WOLFF NATIONAL WILDLIFE REFUGE","House Natural Resources"
"H. Rept. 115-985",https://www.congress.gov/congressional-report/115th-congress/house-report/985/1,"115th Congress (2017-2018)","H.Res. 1084","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6756) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO PROMOTE NEW BUSINESS INNOVATION, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6757) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO ENCOURAGE RETIREMENT AND FAMILY SAVINGS, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 6760) TO AMEND THE INTERNAL REVENUE CODE OF 1986 TO MAKE PERMANENT CERTAIN PROVISIONS OF THE TAX CUTS AND JOBS ACT AFFECTING INDIVIDUALS, FAMILIES, AND SMALL BUSINESSES; AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM OCTOBER 1, 2018, THROUGH NOVEMBER 12, 2018","House Rules"
"H. Rept. 115-984",https://www.congress.gov/congressional-report/115th-congress/house-report/984/1,"115th Congress (2017-2018)","H.R. 5036","FINANCIAL TECHNOLOGY PROTECTION ACT","House Financial Services"
"H. Rept. 115-983",https://www.congress.gov/congressional-report/115th-congress/house-report/983/1,"115th Congress (2017-2018)","H.R. 6737","PROTECT AFFORDABLE MORTGAGES FOR VETERANS ACT OF 2018","House Financial Services"
"H. Rept. 115-982",https://www.congress.gov/congressional-report/115th-congress/house-report/982/1,"115th Congress (2017-2018)","H.R. 6751","BANKING TRANSPARENCY FOR SANCTIONED PERSONS ACT OF 2018","House Financial Services"
"H. Rept. 115-981",https://www.congress.gov/congressional-report/115th-congress/house-report/981/1,"115th Congress (2017-2018)","H.R. 6729","EMPOWERING FINANCIAL INSTITUTIONS TO FIGHT HUMAN TRAFFICKING ACT OF 2018","House Financial Services"
"H. Rept. 115-980",https://www.congress.gov/congressional-report/115th-congress/house-report/980/1,"115th Congress (2017-2018)","H.R. 4753","FEDERAL RESERVE SUPERVISION TESTIMONY CLARIFICATION ACT","House Financial Services"
"H. Rept. 115-979",https://www.congress.gov/congressional-report/115th-congress/house-report/979/1,"115th Congress (2017-2018)","H.Res. 1018","RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT TO TRANSMIT TO THE HOUSE OF REPRESENTATIVES CERTAIN DOCUMENTS IN THE POSSESSION OF THE PRESIDENT RELATING TO THE DETERMINATION TO IMPOSE CERTAIN TARIFFS AND TO THE STRATEGY OF THE UNITED STATES WITH RESPECT TO CHINA","House Ways and Means"
"H. Rept. 115-978",https://www.congress.gov/congressional-report/115th-congress/house-report/978/1,"115th Congress (2017-2018)","H.Res. 1017","RESOLUTION OF INQUIRY REQUESTING THE PRESIDENT, AND DIRECTING THE SECRETARY OF STATE, TO TRANSMIT TO THE HOUSE OF REPRESENTATIVES COPIES OF ALL DOCUMENTS, RECORDS, COMMUNICATIONS, TRANSCRIPTS, SUMMARIES, NOTES, MEMORANDA, AND READ-AHEADS IN THEIR POSSESSION REFERRING OR RELATING TO CERTAIN COMMUNICATIONS BETWEEN PRESIDENT DONALD TRUMP AND PRESIDENT VLADIMIR PUTIN","House Foreign Affairs"
"H. Rept. 115-977",https://www.congress.gov/congressional-report/115th-congress/house-report/977/1,"115th Congress (2017-2018)","H.R. 6229","NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY REAUTHORIZATION ACT OF 2018","House Science, Space, and Technology"
"H. Rept. 115-976",https://www.congress.gov/congressional-report/115th-congress/house-report/976/1,"115th Congress (2017-2018)","H.Res. 1077","PROVIDING FOR CONSIDERATION OF THE CONFERENCE REPORT TO ACCOMPANY THE BILL (H.R. 6157) MAKING APPROPRIATIONS FOR THE DEPARTMENT OF DEFENSE FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2019, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 1071) RECOGNIZING THAT ALLOWING ILLEGAL IMMIGRANTS THE RIGHT TO VOTE DEVALUES THE FRANCHISE AND DIMINISHES THE VOTING POWER OF UNITED STATES CITIZENS; AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES","House Rules"
"H. Rept. 115-975",https://www.congress.gov/congressional-report/115th-congress/house-report/975/1,"115th Congress (2017-2018)","H.R. 5509","INNOVATIONS IN MENTORING, TRAINING, AND APPRENTICESHIPS ACT","House Science, Space, and Technology"
"H. Rept. 115-974",https://www.congress.gov/congressional-report/115th-congress/house-report/974/1,"115th Congress (2017-2018)","H.R. 6398","DEPARTMENT OF ENERGY VETERANS' HEALTH INITIATIVE ACT","House Science, Space, and Technology"
"H. Rept. 115-973",https://www.congress.gov/congressional-report/115th-congress/house-report/973/1,"115th Congress (2017-2018)","H.R. 5896","BORDER PATROL AGENT PAY REFORM AMENDMENTS ACT OF 2018","House Oversight and Government Reform"
"H. Rept. 115-972",https://www.congress.gov/congressional-report/115th-congress/house-report/972/1,"115th Congress (2017-2018)","H.R. 4809","GUIDANCE OUT OF DARKNESS ACT","House Oversight and Government Reform"
"H. Rept. 115-971",https://www.congress.gov/congressional-report/115th-congress/house-report/971/1,"115th Congress (2017-2018)","H.R. 6299","NEVADA LANDS BILL TECHNICAL CORRECTIONS ACT OF 2018","House Natural Resources"
"H. Rept. 115-970",https://www.congress.gov/congressional-report/115th-congress/house-report/970/1,"115th Congress (2017-2018)","H.R. 5420","FDR HISTORIC PRESERVATION ACT","House Natural Resources"
"H. Rept. 115-969",https://www.congress.gov/congressional-report/115th-congress/house-report/969/1,"115th Congress (2017-2018)","H.R. 6013","MIGRATORY BIRD FRAMEWORK AND HUNTING OPPORTUNITIES FOR VETERANS ACT","House Natural Resources"
"H. Rept. 115-968",https://www.congress.gov/congressional-report/115th-congress/house-report/968/1,"115th Congress (2017-2018)","H.R. 6687","TO DIRECT THE SECRETARY OF THE INTERIOR TO MANAGE THE POINT REYES NATIONAL SEASHORE IN THE STATE OF CALIFORNIA CONSISTENT WITH CONGRESS' LONGSTANDING INTENT TO MAINTAIN WORKING DAIRIES AND RANCHES ON AGRICULTURAL PROPERTY AS PART OF THE SEASHORE'S UNIQUE HISTORIC, CULTURAL, SCENIC AND NATURAL VALUES, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-967",https://www.congress.gov/congressional-report/115th-congress/house-report/967/1,"115th Congress (2017-2018)","H.R. 6599","TO MODIFY THE APPLICATION OF TEMPORARY LIMITED APPOINTMENT REGULATIONS TO THE NATIONAL PARK SERVICE, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-966",https://www.congress.gov/congressional-report/115th-congress/house-report/966/1,"115th Congress (2017-2018)","H.R. 6758","STUDY OF UNDERREPRESENTED CLASSES CHASING ENGINEERING AND SCIENCE SUCCESS ACT OF 2018","House Judiciary"
"H. Rept. 115-965",https://www.congress.gov/congressional-report/115th-congress/house-report/965/1,"115th Congress (2017-2018)","H.R. 6511","STRATEGIC PETROLEUM RESERVE REFORM ACT","House Energy and Commerce"
"H. Rept. 115-964",https://www.congress.gov/congressional-report/115th-congress/house-report/964/1,"115th Congress (2017-2018)","S. 1281","HACK THE DEPARTMENT OF HOMELAND SECURITY ACT OF 2018","House Homeland Security"
"H. Rept. 115-963",https://www.congress.gov/congressional-report/115th-congress/house-report/963/1,"115th Congress (2017-2018)","H.R. 6742","SECURE BORDER COMMUNICATIONS ACT","House Homeland Security"
"H. Rept. 115-962",https://www.congress.gov/congressional-report/115th-congress/house-report/962/1,"115th Congress (2017-2018)","H.R. 6740","BORDER TUNNEL TASK FORCE ACT","House Homeland Security"
"H. Rept. 115-961",https://www.congress.gov/congressional-report/115th-congress/house-report/961/1,"115th Congress (2017-2018)","H.R. 6735","PUBLIC-PRIVATE CYBERSECURITY COOPERATION ACT","House Homeland Security"
"H. Rept. 115-960",https://www.congress.gov/congressional-report/115th-congress/house-report/960/1,"115th Congress (2017-2018)","H.R. 6620","PROTECTING CRITICAL INFRASTRUCTURE AGAINST DRONES AND EMERGING THREATS ACT","House Homeland Security"
"H. Rept. 115-959",https://www.congress.gov/congressional-report/115th-congress/house-report/959/1,"115th Congress (2017-2018)","H.R. 6757","FAMILY SAVINGS ACT OF 2018","House Ways and Means"
"H. Rept. 115-958",https://www.congress.gov/congressional-report/115th-congress/house-report/958/1,"115th Congress (2017-2018)","H.R. 6760","PROTECTING FAMILY AND SMALL BUSINESS TAX CUTS ACT OF 2018","House Ways and Means"
